"date","comp_abb","home_team","home_score","away_score","away_team","comp_name","comp_stage"
2019-06-25,"CGC","Bermuda",2,0,"Nicaragua","Concacaf Gold Cup","group-stage"
2019-09-06,"CNL","Bermuda",1,4,"Panama","Concacaf Nations League","league-a"
2019-06-06,"WQA","Bhutan",1,0,"Guam","WC Qualification Asia","1st-round"
2021-06-29,"COA","Bolivia",1,4,"Argentina","Copa America","group-stage"
2020-10-13,"WQS","Bolivia",1,2,"Argentina","WC Qualification South America","1st-round"
2022-03-30,"WQS","Bolivia",0,4,"Brazil","WC Qualification South America","1st-round"
2022-02-01,"WQS","Bolivia",2,3,"Chile","WC Qualification South America","1st-round"
2021-09-02,"WQS","Bolivia",1,1,"Colombia","WC Qualification South America","1st-round"
2020-11-12,"WQS","Bolivia",2,3,"Ecuador","WC Qualification South America","1st-round"
2019-10-16,"FRI","Bolivia",3,1,"Haiti","Friendlies","friendlies-1"
2019-03-03,"FRI","Bolivia",2,2,"Nicaragua","Friendlies","friendlies-1"
2021-10-14,"WQS","Bolivia",4,0,"Paraguay","WC Qualification South America","1st-round"
2019-06-18,"COA","Bolivia",1,3,"Peru","Copa America","group-stage"
2021-10-10,"WQS","Bolivia",1,0,"Peru","WC Qualification South America","1st-round"
2022-09-24,"FRI","Bolivia",0,2,"Senegal","Friendlies","friendlies-1"
2022-01-21,"FRI","Bolivia",5,0,"Trinidad and Tobago","Friendlies","friendlies-1"
2021-06-24,"COA","Bolivia",0,2,"Uruguay","Copa America","group-stage"
2021-11-16,"WQS","Bolivia",3,0,"Uruguay","WC Qualification South America","1st-round"
2019-06-22,"COA","Bolivia",1,3,"Venezuela","Copa America","group-stage"
2021-06-03,"WQS","Bolivia",3,1,"Venezuela","WC Qualification South America","1st-round"
2019-03-23,"ECQ","Bosnia-Herzegovina",2,1,"Armenia","EC Qualification","qualifying-round"
2021-03-27,"FRI","Bosnia-Herzegovina",0,0,"Costa Rica","Friendlies","friendlies-1"
2019-10-12,"ECQ","Bosnia-Herzegovina",4,1,"Finland","EC Qualification","qualifying-round"
2022-06-14,"UNL","Bosnia-Herzegovina",3,2,"Finland","UEFA Nations League","league-b"
2021-11-13,"WQE","Bosnia-Herzegovina",1,3,"Finland","WC Qualification Europe","1st-round"
2021-03-31,"WQE","Bosnia-Herzegovina",0,1,"France","WC Qualification Europe","1st-round"
2022-03-25,"FRI","Bosnia-Herzegovina",0,1,"Georgia","Friendlies","friendlies-1"
2019-03-26,"ECQ","Bosnia-Herzegovina",2,2,"Greece","EC Qualification","qualifying-round"
2020-11-12,"FRI","Bosnia-Herzegovina",0,2,"Iran","Friendlies","friendlies-1"
2019-11-15,"ECQ","Bosnia-Herzegovina",0,3,"Italy","EC Qualification","qualifying-round"
2020-11-18,"UNL","Bosnia-Herzegovina",0,2,"Italy","UEFA Nations League","league-a"
2021-09-07,"WQE","Bosnia-Herzegovina",2,2,"Kazakhstan","WC Qualification Europe","1st-round"
2021-09-04,"FRI","Bosnia-Herzegovina",1,0,"Kuwait","Friendlies","friendlies-1"
2019-09-05,"ECQ","Bosnia-Herzegovina",5,0,"Liechtenstein","EC Qualification","qualifying-round"
2022-03-29,"FRI","Bosnia-Herzegovina",1,0,"Luxembourg","Friendlies","friendlies-1"
2021-06-02,"FRI","Bosnia-Herzegovina",0,0,"Montenegro","Friendlies","friendlies-1"
2022-09-23,"UNL","Bosnia-Herzegovina",1,0,"Montenegro","UEFA Nations League","league-b"
2020-10-11,"UNL","Bosnia-Herzegovina",0,0,"Netherlands","UEFA Nations League","league-a"
2020-10-08,"ECQ","Bosnia-Herzegovina",1,1,"Northern Ireland","EC Qualification","qualifying-play-offs-path-b---semi-finals"
2020-09-07,"UNL","Bosnia-Herzegovina",1,2,"Poland","UEFA Nations League","league-a"
2022-06-07,"UNL","Bosnia-Herzegovina",1,0,"Romania","UEFA Nations League","league-b"
2021-11-16,"WQE","Bosnia-Herzegovina",0,2,"Ukraine","WC Qualification Europe","1st-round"
2019-11-18,"ACO","Botswana",0,1,"Algeria","Africa Cup of Nations Qualification","group-stage"
2019-03-22,"ACO","Botswana",0,1,"Angola","Africa Cup of Nations Qualification","group-stage"
2022-07-10,"COC","Botswana",1,0,"Angola","COSAFA Cup","group-stage"
2022-07-23,"ANC","Botswana",0,0,"Eswatini","African Nations Championship Qualification","1st-round"
2022-07-15,"COC","Botswana",2,0,"Eswatini","COSAFA Cup","5th-8th-place-play-offs"
2021-07-10,"COC","Botswana",4,0,"Lesotho","COSAFA Cup","group-stage"
2019-09-30,"FRI","Botswana",0,0,"Liberia","Friendlies","friendlies-3"
2022-08-27,"ANC","Botswana",0,1,"Madagascar","African Nations Championship Qualification","2nd-round"
2019-09-07,"WQA","Botswana",0,0,"Malawi","WC Qualification Africa","1st-round"
2019-04-20,"ANC","Botswana",2,0,"Seychelles","African Nations Championship","1st-round"
2022-06-05,"ACO","Botswana",0,0,"Tunisia","Africa Cup of Nations Qualification","group-stage"
2020-11-16,"ACO","Botswana",1,0,"Zambia","Africa Cup of Nations Qualification","group-stage"
2019-07-26,"ANC","Botswana",0,0,"Zambia","African Nations Championship","2nd-round"
2019-06-08,"COC","Botswana",0,1,"Zambia","COSAFA Cup","final"
2021-03-25,"ACO","Botswana",0,1,"Zimbabwe","Africa Cup of Nations Qualification","group-stage"
2019-07-03,"COA","Brazil",2,0,"Argentina","Copa America","semi-finals"
2019-11-15,"FRI","Brazil",0,1,"Argentina","Friendlies","friendlies-1"
2019-06-15,"COA","Brazil",3,0,"Bolivia","Copa America","group-stage"
2020-10-10,"WQS","Brazil",5,0,"Bolivia","WC Qualification South America","1st-round"
2021-07-03,"COA","Brazil",1,0,"Chile","Copa America","quarter-finals"
2022-03-25,"WQS","Brazil",4,0,"Chile","WC Qualification South America","1st-round"
2021-06-24,"COA","Brazil",2,1,"Colombia","Copa America","group-stage"
2019-09-07,"FRI","Brazil",2,2,"Colombia","Friendlies","friendlies-1"
2021-11-12,"WQS","Brazil",1,0,"Colombia","WC Qualification South America","1st-round"
2021-06-27,"COA","Brazil",1,1,"Ecuador","Copa America","group-stage"
2021-06-05,"WQS","Brazil",2,0,"Ecuador","WC Qualification South America","1st-round"
2022-09-23,"FRI","Brazil",3,0,"Ghana","Friendlies","friendlies-1"
2019-06-09,"FRI","Brazil",7,0,"Honduras","Friendlies","friendlies-1"
2019-11-19,"FRI","Brazil",3,0,"Korea Republic","Friendlies","friendlies-1"
2019-10-13,"FRI","Brazil",1,1,"Nigeria","Friendlies","friendlies-1"
2019-03-23,"FRI","Brazil",1,1,"Panama","Friendlies","friendlies-1"
2019-06-28,"COA","Brazil",0,0,"Paraguay","Copa America","quarter-finals"
2022-02-02,"WQS","Brazil",4,0,"Paraguay","WC Qualification South America","1st-round"
2019-07-07,"COA","Brazil",3,1,"Peru","Copa America","final"
2021-06-18,"COA","Brazil",4,0,"Peru","Copa America","group-stage"
2021-07-06,"COA","Brazil",1,0,"Peru","Copa America","semi-finals"
2019-09-11,"FRI","Brazil",0,1,"Peru","Friendlies","friendlies-1"
2021-09-10,"WQS","Brazil",2,0,"Peru","WC Qualification South America","1st-round"
2019-06-06,"FRI","Brazil",2,0,"Qatar","Friendlies","friendlies-1"
2019-10-10,"FRI","Brazil",1,1,"Senegal","Friendlies","friendlies-1"
2022-09-27,"FRI","Brazil",5,1,"Tunisia","Friendlies","friendlies-1"
2021-10-15,"WQS","Brazil",4,1,"Uruguay","WC Qualification South America","1st-round"
2019-06-19,"COA","Brazil",0,0,"Venezuela","Copa America","group-stage"
2021-06-13,"COA","Brazil",3,0,"Venezuela","Copa America","group-stage"
2020-11-14,"WQS","Brazil",1,0,"Venezuela","WC Qualification South America","1st-round"
2019-10-11,"CNL","British Virgin Islands",0,4,"Bahamas","Concacaf Nations League","league-c"
2022-06-03,"CNL","British Virgin Islands",1,1,"Cayman Islands","Concacaf Nations League","league-c"
2021-06-05,"WQC","British Virgin Islands",0,8,"Curaçao","WC Qualification Concacaf","4th-round"
2021-03-27,"WQC","British Virgin Islands",0,3,"Guatemala","WC Qualification Concacaf","4th-round"
2019-03-21,"CNL","British Virgin Islands",2,2,"Turks and Caicos Islands","Concacaf Nations League Qualification","regular-season"
2022-09-27,"FRI","Brunei",1,0,"Laos","Friendlies","friendlies-3"
2022-09-21,"FRI","Brunei",0,3,"Maldives","Friendlies","friendlies-3"
2019-06-11,"WQA","Brunei",2,1,"Mongolia","WC Qualification Asia","1st-round"
2022-11-05,"AFC","Brunei",6,2,"Timor-Leste","AFF Championship","qualifying-round"
2020-02-26,"FRI","Bulgaria",0,1,"Belarus","Friendlies","friendlies-1"
2019-11-17,"ECQ","Bulgaria",1,0,"Czech Republic","EC Qualification","qualifying-round"
2019-10-14,"ECQ","Bulgaria",0,6,"England","EC Qualification","qualifying-round"
2020-11-15,"UNL","Bulgaria",1,2,"Finland","UEFA Nations League","league-b"
2021-09-08,"FRI","Bulgaria",4,1,"Georgia","Friendlies","friendlies-1"
2022-06-05,"UNL","Bulgaria",2,5,"Georgia","UEFA Nations League","league-c"
2020-11-11,"FRI","Bulgaria",3,0,"Gibraltar","Friendlies","friendlies-1"
2022-09-23,"UNL","Bulgaria",5,1,"Gibraltar","UEFA Nations League","league-c"
2020-10-08,"ECQ","Bulgaria",1,3,"Hungary","EC Qualification","qualifying-play-offs-path-a---semi-finals"
2021-03-28,"WQE","Bulgaria",0,2,"Italy","WC Qualification Europe","1st-round"
2019-06-10,"ECQ","Bulgaria",2,3,"Kosovo","EC Qualification","qualifying-round"
2021-09-05,"WQE","Bulgaria",1,0,"Lithuania","WC Qualification Europe","1st-round"
2019-03-22,"ECQ","Bulgaria",1,1,"Montenegro","EC Qualification","qualifying-round"
2022-06-02,"UNL","Bulgaria",1,1,"North Macedonia","UEFA Nations League","league-c"
2021-10-12,"WQE","Bulgaria",2,1,"Northern Ireland","WC Qualification Europe","1st-round"
2019-11-14,"FRI","Bulgaria",0,1,"Paraguay","Friendlies","friendlies-1"
2020-09-03,"UNL","Bulgaria",1,1,"Republic of Ireland","UEFA Nations League","league-b"
2021-03-25,"WQE","Bulgaria",1,3,"Switzerland","WC Qualification Europe","1st-round"
2020-10-14,"UNL","Bulgaria",0,1,"Wales","UEFA Nations League","league-b"
2021-09-07,"WQA","Burkina Faso",1,1,"Algeria","WC Qualification Africa","2nd-round"
2022-06-03,"ACO","Burkina Faso",2,0,"Cabo Verde","Africa Cup of Nations Qualification","group-stage"
2022-02-05,"ACO","Burkina Faso",3,3,"Cameroon","Africa Cup of Nations","3rd-place-final"
2021-01-24,"ANC","Burkina Faso",0,0,"Cameroon","African Nations Championship","group-stage"
2022-09-27,"FRI","Burkina Faso",2,1,"Comoros","Friendlies","friendlies-3"
2020-10-09,"FRI","Burkina Faso",3,0,"Congo DR","Friendlies","friendlies-3"
2022-09-04,"ANC","Burkina Faso",0,0,"Côte d'Ivoire","African Nations Championship Qualification","2nd-round"
2021-10-11,"WQA","Burkina Faso",2,0,"Djibouti","WC Qualification Africa","2nd-round"
2022-01-17,"ACO","Burkina Faso",1,1,"Ethiopia","Africa Cup of Nations","group-stage"
2022-01-23,"ACO","Burkina Faso",1,1,"Gabon","Africa Cup of Nations","8th-finals"
2019-10-10,"FRI","Burkina Faso",0,1,"Gabon","Friendlies","friendlies-3"
2019-10-20,"ANC","Burkina Faso",0,0,"Ghana","African Nations Championship","2nd-round"
2020-11-12,"ACO","Burkina Faso",3,1,"Malawi","Africa Cup of Nations Qualification","group-stage"
2019-03-22,"ACO","Burkina Faso",1,0,"Mauritania","Africa Cup of Nations Qualification","group-stage"
2021-11-12,"WQA","Burkina Faso",1,1,"Niger","WC Qualification Africa","2nd-round"
2022-02-02,"ACO","Burkina Faso",1,3,"Senegal","Africa Cup of Nations","semi-finals"
2021-03-29,"ACO","Burkina Faso",1,0,"South Sudan","Africa Cup of Nations Qualification","group-stage"
2022-01-29,"ACO","Burkina Faso",1,0,"Tunisia","Africa Cup of Nations","quarter-finals"
2019-11-13,"ACO","Burkina Faso",0,0,"Uganda","Africa Cup of Nations Qualification","group-stage"
2021-01-20,"ANC","Burkina Faso",3,1,"Zimbabwe","African Nations Championship","group-stage"
2022-06-09,"ACO","Burundi",0,1,"Cameroon","Africa Cup of Nations Qualification","group-stage"
2021-03-26,"ACO","Burundi",2,2,"Central African Republic","Africa Cup of Nations Qualification","group-stage"
2022-07-24,"ANC","Burundi",2,1,"Djibouti","African Nations Championship Qualification","1st-round"
2019-12-11,"CSC","Burundi",1,2,"Djibouti","CECAFA Senior Challenge Cup","group-stage"
2019-12-09,"CSC","Burundi",0,1,"Eritrea","CECAFA Senior Challenge Cup","group-stage"
2019-03-23,"ACO","Burundi",1,1,"Gabon","Africa Cup of Nations Qualification","group-stage"
2019-06-30,"ACO","Burundi",0,2,"Guinea","Africa Cup of Nations","group-stage"
2020-11-15,"ACO","Burundi",3,1,"Mauritania","Africa Cup of Nations Qualification","group-stage"
2019-11-19,"ACO","Burundi",0,3,"Morocco","Africa Cup of Nations Qualification","group-stage"
2020-01-18,"BGC","Burundi",3,1,"Seychelles","Bangabandhu Gold Cup","group-stage"
2021-09-04,"FRI","Burundi",8,1,"Seychelles","Friendlies","friendlies-3"
2019-12-13,"CSC","Burundi",0,1,"Somalia","CECAFA Senior Challenge Cup","group-stage"
2019-07-27,"ANC","Burundi",2,0,"South Sudan","African Nations Championship","1st-round"
2019-09-04,"WQA","Burundi",1,1,"Tanzania","WC Qualification Africa","1st-round"
2019-09-21,"ANC","Burundi",0,3,"Uganda","African Nations Championship","2nd-round"
2022-01-13,"ACO","Cabo Verde",0,1,"Burkina Faso","Africa Cup of Nations","group-stage"
2022-01-17,"ACO","Cabo Verde",1,1,"Cameroon","Africa Cup of Nations","group-stage"
2021-03-26,"ACO","Cabo Verde",3,1,"Cameroon","Africa Cup of Nations Qualification","group-stage"
2021-11-13,"WQA","Cabo Verde",2,1,"Central African Republic","WC Qualification Africa","2nd-round"
2020-10-10,"FRI","Cabo Verde",1,2,"Guinea","Friendlies","friendlies-3"
2019-03-24,"ACO","Cabo Verde",0,0,"Lesotho","Africa Cup of Nations Qualification","group-stage"
2021-10-10,"WQA","Cabo Verde",1,0,"Liberia","WC Qualification Africa","2nd-round"
2019-07-27,"ANC","Cabo Verde",0,0,"Mauritania","African Nations Championship","1st-round"
2019-11-18,"ACO","Cabo Verde",2,2,"Mozambique","Africa Cup of Nations Qualification","group-stage"
2021-09-07,"WQA","Cabo Verde",1,2,"Nigeria","WC Qualification Africa","2nd-round"
2020-11-12,"ACO","Cabo Verde",0,0,"Rwanda","Africa Cup of Nations Qualification","group-stage"
2022-07-27,"ANC","Cabo Verde",2,1,"Sierra Leone","African Nations Championship Qualification","1st-round"
2022-06-07,"ACO","Cabo Verde",2,0,"Togo","Africa Cup of Nations Qualification","group-stage"
2019-10-10,"FRI","Cabo Verde",2,1,"Togo","Friendlies","friendlies-3"
2019-09-10,"WQA","Cambodia",0,1,"Bahrain","WC Qualification Asia","2nd-round"
2019-03-09,"FRI","Cambodia",0,1,"Bangladesh","Friendlies","friendlies-3"
2022-09-22,"FRI","Cambodia",0,1,"Bangladesh","Friendlies","friendlies-3"
2021-10-12,"ACQ","Cambodia",2,1,"Guam","Asian Cup Qualification","group-stage"
2022-06-11,"ACQ","Cambodia",0,3,"Hong Kong","Asian Cup Qualification","3rd-round"
2019-09-05,"WQA","Cambodia",1,1,"Hong Kong","WC Qualification Asia","2nd-round"
2021-06-11,"WQA","Cambodia",0,10,"Iran","WC Qualification Asia","2nd-round"
2019-10-15,"WQA","Cambodia",0,4,"Iraq","WC Qualification Asia","2nd-round"
2021-12-15,"AFC","Cambodia",3,0,"Laos","AFF Championship","group-stage"
2021-12-06,"AFC","Cambodia",1,3,"Malaysia","AFF Championship","group-stage"
2019-11-14,"FRI","Cambodia",1,1,"Mongolia","Friendlies","friendlies-3"
2019-06-06,"WQA","Cambodia",2,0,"Pakistan","WC Qualification Asia","1st-round"
2022-06-02,"FRI","Cambodia",2,1,"Timor-Leste","Friendlies","friendlies-3"
2022-03-25,"WQA","Cameroon",0,1,"Algeria","WC Qualification Africa","3rd-round"
2022-01-09,"ACO","Cameroon",2,1,"Burkina Faso","Africa Cup of Nations","group-stage"
2019-11-13,"ACO","Cameroon",0,0,"Cabo Verde","Africa Cup of Nations Qualification","group-stage"
2022-01-24,"ACO","Cameroon",2,1,"Comoros","Africa Cup of Nations","8th-finals"
2019-03-23,"ACO","Cameroon",3,0,"Comoros","Africa Cup of Nations Qualification","group-stage"
2021-11-16,"WQA","Cameroon",1,0,"Côte d'Ivoire","WC Qualification Africa","2nd-round"
2022-02-03,"ACO","Cameroon",0,0,"Egypt","Africa Cup of Nations","semi-finals"
2022-09-03,"ANC","Cameroon",2,0,"Equatorial Guinea","African Nations Championship Qualification","2nd-round"
2022-01-13,"ACO","Cameroon",4,1,"Ethiopia","Africa Cup of Nations","group-stage"
2019-06-29,"ACO","Cameroon",0,0,"Ghana","Africa Cup of Nations","group-stage"
2019-06-25,"ACO","Cameroon",2,0,"Guinea-Bissau","Africa Cup of Nations","group-stage"
2022-11-09,"FRI","Cameroon",1,1,"Jamaica","Friendlies","friendlies-1"
2021-09-03,"WQA","Cameroon",2,0,"Malawi","WC Qualification Africa","2nd-round"
2021-01-20,"ANC","Cameroon",1,1,"Mali","African Nations Championship","group-stage"
2019-06-14,"FRI","Cameroon",1,1,"Mali","Friendlies","friendlies-1"
2020-11-12,"ACO","Cameroon",4,1,"Mozambique","Africa Cup of Nations Qualification","group-stage"
2021-10-08,"WQA","Cameroon",3,1,"Mozambique","WC Qualification Africa","2nd-round"
2021-06-08,"FRI","Cameroon",0,0,"Nigeria","Friendlies","friendlies-1"
2021-03-30,"ACO","Cameroon",0,0,"Rwanda","Africa Cup of Nations Qualification","group-stage"
2022-09-23,"FRI","Cameroon",0,2,"Uzbekistan","Friendlies","friendlies-1"
2019-06-09,"FRI","Cameroon",2,1,"Zambia","Friendlies","friendlies-1"
2021-01-16,"ANC","Cameroon",1,0,"Zimbabwe","African Nations Championship","group-stage"
2021-03-26,"WQC","Canada",5,1,"Bermuda","WC Qualification Concacaf","4th-round"
2021-11-13,"WQC","Canada",1,0,"Costa Rica","WC Qualification Concacaf","2nd-round"
2019-06-24,"CGC","Canada",7,0,"Cuba","Concacaf Gold Cup","group-stage"
2019-09-08,"CNL","Canada",6,0,"Cuba","Concacaf Nations League","league-a"
2022-06-10,"CNL","Canada",4,0,"Curaçao","Concacaf Nations League","league-a"
2021-09-09,"WQC","Canada",3,0,"El Salvador","WC Qualification Concacaf","2nd-round"
2019-03-24,"CNL","Canada",4,1,"French Guiana","Concacaf Nations League Qualification","regular-season"
2021-06-16,"WQC","Canada",3,0,"Haiti","WC Qualification Concacaf","1st-round"
2021-09-03,"WQC","Canada",1,1,"Honduras","WC Qualification Concacaf","2nd-round"
2022-03-27,"WQC","Canada",4,0,"Jamaica","WC Qualification Concacaf","2nd-round"
2019-06-16,"CGC","Canada",4,0,"Martinique","Concacaf Gold Cup","group-stage"
2021-07-12,"CGC","Canada",4,1,"Martinique","Concacaf Gold Cup","group-stage"
2021-11-17,"WQC","Canada",2,1,"Mexico","WC Qualification Concacaf","2nd-round"
2021-10-14,"WQC","Canada",4,1,"Panama","WC Qualification Concacaf","2nd-round"
2021-06-09,"WQC","Canada",4,0,"Suriname","WC Qualification Concacaf","4th-round"
2019-10-16,"CNL","Canada",2,0,"United States","Concacaf Nations League","league-a"
2022-01-30,"WQC","Canada",2,0,"United States","WC Qualification Concacaf","2nd-round"
2022-09-27,"FRI","Canada",0,2,"Uruguay","Friendlies","friendlies-1"
2021-06-03,"WQC","Cayman Islands",1,3,"Aruba","WC Qualification Concacaf","4th-round"
2019-09-09,"CNL","Cayman Islands",3,2,"Barbados","Concacaf Nations League","league-c"
2022-06-07,"CNL","Cayman Islands",1,1,"British Virgin Islands","Concacaf Nations League","league-c"
2021-03-30,"WQC","Cayman Islands",0,11,"Canada","WC Qualification Concacaf","4th-round"
2019-03-23,"CNL","Cayman Islands",1,2,"Montserrat","Concacaf Nations League Qualification","regular-season"
2022-06-10,"CNL","Cayman Islands",0,3,"Puerto Rico","Concacaf Nations League","league-c"
2019-10-16,"CNL","Cayman Islands",1,0,"Saint Martin","Concacaf Nations League","league-c"
2019-11-17,"CNL","Cayman Islands",1,0,"US Virgin Islands","Concacaf Nations League","league-c"
2019-11-13,"ACO","Central African Republic",2,0,"Burundi","Africa Cup of Nations Qualification","group-stage"
2021-09-01,"WQA","Central African Republic",1,1,"Cabo Verde","WC Qualification Africa","2nd-round"
2022-08-28,"ANC","Central African Republic",2,1,"Congo","African Nations Championship Qualification","2nd-round"
2019-09-22,"ANC","Central African Republic",0,2,"Congo DR","African Nations Championship","2nd-round"
2022-06-05,"ACO","Central African Republic",1,1,"Ghana","Africa Cup of Nations Qualification","group-stage"
2019-03-24,"ACO","Central African Republic",0,0,"Guinea","Africa Cup of Nations Qualification","group-stage"
2021-09-06,"WQA","Central African Republic",0,1,"Liberia","WC Qualification Africa","2nd-round"
2021-03-30,"ACO","Central African Republic",0,1,"Mauritania","Africa Cup of Nations Qualification","group-stage"
2020-11-17,"ACO","Central African Republic",0,2,"Morocco","Africa Cup of Nations Qualification","group-stage"
2021-10-10,"WQA","Central African Republic",0,2,"Nigeria","WC Qualification Africa","2nd-round"
2022-08-28,"ANC","Chad",1,2,"Congo DR","African Nations Championship Qualification","2nd-round"
