"date","comp_abb","home_team","home_score","away_score","away_team","comp_name","comp_stage"
2019-07-28,"ANC","Liberia",1,0,"Senegal","African Nations Championship","1st-round"
2022-07-24,"ANC","Liberia",0,3,"Senegal","African Nations Championship Qualification","1st-round"
2022-03-27,"FRI","Liberia",0,1,"Sierra Leone","Friendlies","friendlies-3"
2019-09-04,"WQA","Liberia",3,1,"Sierra Leone","WC Qualification Africa","1st-round"
2021-11-16,"WQA","Libya",1,1,"Angola","WC Qualification Africa","2nd-round"
2022-06-01,"ACO","Libya",1,0,"Botswana","Africa Cup of Nations Qualification","group-stage"
2021-01-21,"ANC","Libya",1,1,"Congo DR","African Nations Championship","group-stage"
2021-10-11,"WQA","Libya",0,3,"Egypt","WC Qualification Africa","2nd-round"
2020-11-11,"ACO","Libya",2,3,"Equatorial Guinea","Africa Cup of Nations Qualification","group-stage"
2021-09-01,"WQA","Libya",2,1,"Gabon","WC Qualification Africa","2nd-round"
2021-06-14,"FRI","Libya",0,1,"Liberia","Friendlies","friendlies-3"
2021-01-17,"ANC","Libya",0,0,"Niger","African Nations Championship","group-stage"
2019-09-07,"FRI","Libya",2,0,"Niger","Friendlies","friendlies-3"
2019-03-24,"ACO","Libya",1,2,"South Africa","Africa Cup of Nations Qualification","group-stage"
2021-06-19,"ARC","Libya",0,1,"Sudan","Arab Cup","qualifying-round"
2019-11-19,"ACO","Libya",2,1,"Tanzania","Africa Cup of Nations Qualification","group-stage"
2022-09-27,"FRI","Libya",2,1,"Tanzania","Friendlies","friendlies-1"
2021-03-25,"ACO","Libya",2,5,"Tunisia","Africa Cup of Nations Qualification","group-stage"
2019-10-20,"ANC","Libya",1,2,"Tunisia","African Nations Championship","1st-round"
2022-09-21,"FRI","Libya",0,0,"Uganda","Friendlies","friendlies-3"
2022-09-22,"UNL","Liechtenstein",0,2,"Andorra","UEFA Nations League","league-d"
2019-10-12,"ECQ","Liechtenstein",1,1,"Armenia","EC Qualification","qualifying-round"
2021-03-25,"WQE","Liechtenstein",0,1,"Armenia","WC Qualification Europe","1st-round"
2019-11-18,"ECQ","Liechtenstein",0,3,"Bosnia-Herzegovina","EC Qualification","qualifying-round"
2022-03-25,"FRI","Liechtenstein",0,6,"Cabo Verde","Friendlies","friendlies-2"
2022-03-29,"FRI","Liechtenstein",0,1,"Faroe Islands","Friendlies","friendlies-2"
2019-06-11,"ECQ","Liechtenstein",0,2,"Finland","EC Qualification","qualifying-round"
2021-09-02,"WQE","Liechtenstein",0,2,"Germany","WC Qualification Europe","1st-round"
2020-10-10,"UNL","Liechtenstein",0,1,"Gibraltar","UEFA Nations League","league-d"
2019-03-23,"ECQ","Liechtenstein",0,2,"Greece","EC Qualification","qualifying-round"
2021-03-31,"WQE","Liechtenstein",1,4,"Iceland","WC Qualification Europe","1st-round"
2019-10-15,"ECQ","Liechtenstein",0,5,"Italy","EC Qualification","qualifying-round"
2022-06-14,"UNL","Liechtenstein",0,2,"Latvia","UEFA Nations League","league-d"
2022-06-03,"UNL","Liechtenstein",0,2,"Moldova","UEFA Nations League","league-d"
2021-10-08,"WQE","Liechtenstein",0,4,"North Macedonia","WC Qualification Europe","1st-round"
2021-11-14,"WQE","Liechtenstein",0,2,"Romania","WC Qualification Europe","1st-round"
2020-10-13,"UNL","Liechtenstein",0,0,"San Marino","UEFA Nations League","league-d"
2020-10-14,"UNL","Lithuania",0,0,"Albania","UEFA Nations League","league-c"
2020-10-11,"UNL","Lithuania",2,2,"Belarus","UEFA Nations League","league-c"
2021-10-09,"WQE","Lithuania",3,1,"Bulgaria","WC Qualification Europe","1st-round"
2021-06-01,"BAC","Lithuania",0,1,"Estonia","Baltic Cup","regular-season"
2020-11-11,"FRI","Lithuania",2,1,"Faroe Islands","Friendlies","friendlies-2"
2022-09-22,"UNL","Lithuania",1,1,"Faroe Islands","UEFA Nations League","league-c"
2021-03-31,"WQE","Lithuania",0,2,"Italy","WC Qualification Europe","1st-round"
2020-09-04,"UNL","Lithuania",0,2,"Kazakhstan","UEFA Nations League","league-c"
2021-11-15,"FRI","Lithuania",1,1,"Kuwait","Friendlies","friendlies-2"
2019-06-07,"ECQ","Lithuania",1,1,"Luxembourg","EC Qualification","qualifying-round"
2022-06-04,"UNL","Lithuania",0,2,"Luxembourg","UEFA Nations League","league-c"
2019-11-17,"FRI","Lithuania",1,0,"New Zealand","Friendlies","friendlies-2"
2021-09-02,"WQE","Lithuania",1,4,"Northern Ireland","WC Qualification Europe","1st-round"
2019-09-10,"ECQ","Lithuania",1,5,"Portugal","EC Qualification","qualifying-round"
2019-10-14,"ECQ","Lithuania",1,2,"Serbia","EC Qualification","qualifying-round"
2021-10-12,"WQE","Lithuania",0,4,"Switzerland","WC Qualification Europe","1st-round"
2022-06-07,"UNL","Lithuania",0,6,"Turkey","UEFA Nations League","league-c"
2019-09-07,"ECQ","Lithuania",0,3,"Ukraine","EC Qualification","qualifying-round"
2020-11-11,"FRI","Luxembourg",0,3,"Austria","Friendlies","friendlies-1"
2020-11-17,"UNL","Luxembourg",0,0,"Azerbaijan","UEFA Nations League","league-c"
2021-09-01,"WQE","Luxembourg",2,1,"Azerbaijan","WC Qualification Europe","1st-round"
2020-10-10,"UNL","Luxembourg",2,0,"Cyprus","UEFA Nations League","league-c"
2022-06-14,"UNL","Luxembourg",2,2,"Faroe Islands","UEFA Nations League","league-c"
2020-10-07,"FRI","Luxembourg",1,2,"Liechtenstein","Friendlies","friendlies-2"
2019-03-22,"ECQ","Luxembourg",2,1,"Lithuania","EC Qualification","qualifying-round"
2022-09-25,"UNL","Luxembourg",1,0,"Lithuania","UEFA Nations League","league-c"
2019-06-02,"FRI","Luxembourg",3,3,"Madagascar","Friendlies","friendlies-2"
2020-09-08,"UNL","Luxembourg",0,1,"Montenegro","UEFA Nations League","league-c"
2022-03-25,"FRI","Luxembourg",1,3,"Northern Ireland","Friendlies","friendlies-1"
2019-11-17,"ECQ","Luxembourg",0,2,"Portugal","EC Qualification","qualifying-round"
2021-03-30,"WQE","Luxembourg",1,3,"Portugal","WC Qualification Europe","1st-round"
2021-09-07,"FRI","Luxembourg",1,1,"Qatar","Friendlies","friendlies-1"
2021-11-14,"WQE","Luxembourg",0,3,"Republic of Ireland","WC Qualification Europe","1st-round"
2021-06-06,"FRI","Luxembourg",0,1,"Scotland","Friendlies","friendlies-1"
2019-09-10,"ECQ","Luxembourg",1,3,"Serbia","EC Qualification","qualifying-round"
2021-10-09,"WQE","Luxembourg",0,1,"Serbia","WC Qualification Europe","1st-round"
2022-06-11,"UNL","Luxembourg",0,2,"Turkey","UEFA Nations League","league-c"
2019-03-25,"ECQ","Luxembourg",1,2,"Ukraine","EC Qualification","qualifying-round"
2019-06-06,"WQA","Macau",1,0,"Sri Lanka","WC Qualification Asia","1st-round"
2022-06-05,"ACO","Madagascar",1,1,"Angola","Africa Cup of Nations Qualification","group-stage"
2021-09-02,"WQA","Madagascar",0,1,"Benin","WC Qualification Africa","2nd-round"
2022-09-02,"ANC","Madagascar",1,1,"Botswana","African Nations Championship Qualification","2nd-round"
2020-10-12,"FRI","Madagascar",1,2,"Burkina Faso","Friendlies","friendlies-3"
2019-06-27,"ACO","Madagascar",1,0,"Burundi","Africa Cup of Nations","group-stage"
2019-07-07,"ACO","Madagascar",2,2,"Congo DR","Africa Cup of Nations","8th-finals"
2021-10-10,"WQA","Madagascar",1,0,"Congo DR","WC Qualification Africa","2nd-round"
2020-11-17,"ACO","Madagascar",1,1,"Côte d'Ivoire","Africa Cup of Nations Qualification","group-stage"
2019-11-16,"ACO","Madagascar",1,0,"Ethiopia","Africa Cup of Nations Qualification","group-stage"
2019-07-28,"ANC","Madagascar",1,0,"Mozambique","African Nations Championship","2nd-round"
2019-09-22,"ANC","Madagascar",1,0,"Namibia","African Nations Championship","3rd-round"
2022-07-12,"COC","Madagascar",0,2,"Namibia","COSAFA Cup","quarter-finals"
2021-03-30,"ACO","Madagascar",0,0,"Niger","Africa Cup of Nations Qualification","group-stage"
2019-06-30,"ACO","Madagascar",2,0,"Nigeria","Africa Cup of Nations","group-stage"
2022-07-31,"ANC","Madagascar",3,0,"Seychelles","African Nations Championship Qualification","1st-round"
2022-07-15,"COC","Madagascar",1,2,"South Africa","COSAFA Cup","5th-8th-place-play-offs"
2021-11-14,"WQA","Madagascar",1,1,"Tanzania","WC Qualification Africa","2nd-round"
2019-07-11,"ACO","Madagascar",0,3,"Tunisia","Africa Cup of Nations","quarter-finals"
2019-09-10,"WQA","Malawi",1,0,"Botswana","WC Qualification Africa","1st-round"
2020-11-16,"ACO","Malawi",0,0,"Burkina Faso","Africa Cup of Nations Qualification","group-stage"
2021-11-13,"WQA","Malawi",0,4,"Cameroon","WC Qualification Africa","2nd-round"
2021-10-08,"WQA","Malawi",0,3,"Côte d'Ivoire","WC Qualification Africa","2nd-round"
2019-05-11,"ANC","Malawi",1,1,"Eswatini","African Nations Championship","1st-round"
2022-07-08,"COC","Malawi",1,1,"Eswatini","COSAFA Cup","group-stage"
2022-06-05,"ACO","Malawi",2,1,"Ethiopia","Africa Cup of Nations Qualification","group-stage"
2019-03-22,"ACO","Malawi",0,0,"Morocco","Africa Cup of Nations Qualification","group-stage"
2022-08-27,"ANC","Malawi",1,1,"Mozambique","African Nations Championship Qualification","2nd-round"
2021-09-07,"WQA","Malawi",1,0,"Mozambique","WC Qualification Africa","2nd-round"
2021-07-13,"COC","Malawi",1,1,"Namibia","COSAFA Cup","group-stage"
2022-01-18,"ACO","Malawi",0,0,"Senegal","Africa Cup of Nations","group-stage"
2019-05-26,"COC","Malawi",3,0,"Seychelles","COSAFA Cup","group-stage"
2019-11-13,"ACO","Malawi",1,0,"South Sudan","Africa Cup of Nations Qualification","group-stage"
2021-03-29,"ACO","Malawi",1,0,"Uganda","Africa Cup of Nations Qualification","group-stage"
2022-01-14,"ACO","Malawi",2,1,"Zimbabwe","Africa Cup of Nations","group-stage"
2021-07-09,"COC","Malawi",2,2,"Zimbabwe","COSAFA Cup","group-stage"
2020-10-11,"FRI","Malawi",0,0,"Zimbabwe","Friendlies","friendlies-3"
2022-06-11,"ACQ","Malaysia",1,2,"Bahrain","Asian Cup Qualification","3rd-round"
2022-06-14,"ACQ","Malaysia",4,1,"Bangladesh","Asian Cup Qualification","3rd-round"
2022-05-27,"FRI","Malaysia",4,0,"Brunei","Friendlies","friendlies-3"
2022-06-01,"FRI","Malaysia",2,0,"Hong Kong","Friendlies","friendlies-3"
2021-12-19,"AFC","Malaysia",1,4,"Indonesia","AFF Championship","group-stage"
2019-11-19,"WQA","Malaysia",2,0,"Indonesia","WC Qualification Asia","2nd-round"
2019-08-30,"FRI","Malaysia",0,1,"Jordan","Friendlies","friendlies-3"
2021-12-09,"AFC","Malaysia",4,0,"Laos","AFF Championship","group-stage"
2019-06-02,"FRI","Malaysia",2,0,"Nepal","Friendlies","friendlies-3"
2022-03-23,"FRI","Malaysia",2,0,"Philippines","Friendlies","friendlies-3"
2019-03-20,"AIC","Malaysia",0,1,"Singapore","Airmarine Cup","semi-finals"
2019-10-05,"FRI","Malaysia",6,0,"Sri Lanka","Friendlies","friendlies-3"
2019-11-09,"FRI","Malaysia",1,0,"Tajikistan","Friendlies","friendlies-3"
2022-09-25,"KIC","Malaysia",0,0,"Tajikistan","King's Cup","final"
2019-11-14,"WQA","Malaysia",2,1,"Thailand","WC Qualification Asia","2nd-round"
2019-06-07,"WQA","Malaysia",7,1,"Timor-Leste","WC Qualification Asia","1st-round"
2019-09-10,"WQA","Malaysia",1,2,"UAE","WC Qualification Asia","2nd-round"
2018-12-11,"AFC","Malaysia",2,2,"Vietnam","AFF Championship","final"
2021-06-11,"WQA","Malaysia",1,2,"Vietnam","WC Qualification Asia","2nd-round"
2022-03-24,"FRI","Maldives",2,0,"Bangladesh","Friendlies","friendlies-3"
2021-10-07,"SAC","Maldives",2,0,"Bangladesh","SAFF Championship","group-stage"
2019-09-10,"WQA","Maldives",0,5,"China PR","WC Qualification Asia","2nd-round"
2019-11-19,"WQA","Maldives",3,1,"Guam","WC Qualification Asia","2nd-round"
2019-11-14,"WQA","Maldives",1,2,"Philippines","WC Qualification Asia","2nd-round"
2022-06-14,"ACQ","Maldives",1,0,"Sri Lanka","Asian Cup Qualification","3rd-round"
2021-10-10,"SAC","Maldives",1,0,"Sri Lanka","SAFF Championship","group-stage"
2021-06-04,"WQA","Maldives",0,4,"Syria","WC Qualification Asia","2nd-round"
2022-06-11,"ACQ","Maldives",0,4,"Uzbekistan","Asian Cup Qualification","3rd-round"
2021-01-16,"ANC","Mali",1,0,"Burkina Faso","African Nations Championship","group-stage"
2021-03-28,"ACO","Mali",3,0,"Chad","Africa Cup of Nations Qualification","group-stage"
2022-06-04,"ACO","Mali",4,0,"Congo","Africa Cup of Nations Qualification","group-stage"
2021-01-30,"ANC","Mali",0,0,"Congo","African Nations Championship","quarter-finals"
2019-07-08,"ACO","Mali",0,1,"Côte d'Ivoire","Africa Cup of Nations","8th-finals"
2022-01-26,"ACO","Mali",0,0,"Equatorial Guinea","Africa Cup of Nations","8th-finals"
2020-10-09,"FRI","Mali",3,0,"Ghana","Friendlies","friendlies-1"
2019-11-14,"ACO","Mali",2,2,"Guinea","Africa Cup of Nations Qualification","group-stage"
2021-02-03,"ANC","Mali",0,0,"Guinea","African Nations Championship","semi-finals"
2022-08-22,"FRI","Mali",0,0,"Guinea","Friendlies","friendlies-3"
2019-08-04,"ANC","Mali",3,0,"Guinea-Bissau","African Nations Championship","1st-round"
2021-10-07,"WQA","Mali",5,0,"Kenya","WC Qualification Africa","2nd-round"
2022-01-20,"ACO","Mali",2,0,"Mauritania","Africa Cup of Nations","group-stage"
2019-06-24,"ACO","Mali",4,1,"Mauritania","Africa Cup of Nations","group-stage"
2019-10-20,"ANC","Mali",2,0,"Mauritania","African Nations Championship","2nd-round"
2021-02-07,"ANC","Mali",0,2,"Morocco","African Nations Championship","final"
2020-11-13,"ACO","Mali",1,0,"Namibia","Africa Cup of Nations Qualification","group-stage"
2021-09-01,"WQA","Mali",1,0,"Rwanda","WC Qualification Africa","2nd-round"
2022-09-03,"ANC","Mali",2,0,"Sierra Leone","African Nations Championship Qualification","2nd-round"
2019-03-23,"ACO","Mali",3,0,"South Sudan","Africa Cup of Nations Qualification","group-stage"
2022-03-25,"WQA","Mali",0,1,"Tunisia","WC Qualification Africa","3rd-round"
2021-11-14,"WQA","Mali",1,0,"Uganda","WC Qualification Africa","2nd-round"
2022-09-23,"FRI","Mali",1,0,"Zambia","Friendlies","friendlies-1"
2020-11-14,"UNL","Malta",3,1,"Andorra","UEFA Nations League","league-d"
2022-03-25,"FRI","Malta",1,0,"Azerbaijan","Friendlies","friendlies-2"
2021-11-11,"WQE","Malta",1,7,"Croatia","WC Qualification Europe","1st-round"
2021-09-01,"WQE","Malta",3,0,"Cyprus","WC Qualification Europe","1st-round"
2022-06-09,"UNL","Malta",1,2,"Estonia","UEFA Nations League","league-d"
2019-03-23,"ECQ","Malta",2,1,"Faroe Islands","EC Qualification","qualifying-round"
2020-11-17,"UNL","Malta",1,1,"Faroe Islands","UEFA Nations League","league-d"
2020-10-07,"FRI","Malta",2,0,"Gibraltar","Friendlies","friendlies-2"
2022-09-27,"FRI","Malta",2,1,"Israel","Friendlies","friendlies-2"
2021-06-04,"FRI","Malta",1,2,"Kosovo","Friendlies","friendlies-2"
2022-03-29,"FRI","Malta",2,0,"Kuwait","Friendlies","friendlies-2"
2020-09-06,"UNL","Malta",1,1,"Latvia","UEFA Nations League","league-d"
2020-11-11,"FRI","Malta",3,0,"Liechtenstein","Friendlies","friendlies-2"
2021-05-30,"FRI","Malta",0,3,"Northern Ireland","Friendlies","friendlies-1"
2019-11-18,"ECQ","Malta",1,2,"Norway","EC Qualification","qualifying-round"
2019-06-10,"ECQ","Malta",0,4,"Romania","EC Qualification","qualifying-round"
2021-03-24,"WQE","Malta",1,3,"Russia","WC Qualification Europe","1st-round"
2022-06-12,"UNL","Malta",1,0,"San Marino","UEFA Nations League","league-d"
2021-11-14,"WQE","Malta",0,6,"Slovakia","WC Qualification Europe","1st-round"
2021-10-08,"WQE","Malta",0,4,"Slovenia","WC Qualification Europe","1st-round"
2019-03-26,"ECQ","Malta",0,2,"Spain","EC Qualification","qualifying-round"
2019-10-12,"ECQ","Malta",0,4,"Sweden","EC Qualification","qualifying-round"
2022-06-01,"FRI","Malta",0,1,"Venezuela","Friendlies","friendlies-1"
2021-07-18,"CGC","Martinique",1,2,"Haiti","Concacaf Gold Cup","group-stage"
2019-11-15,"CNL","Martinique",1,1,"Honduras","Concacaf Nations League","league-a"
2019-06-24,"CGC","Martinique",2,3,"Mexico","Concacaf Gold Cup","group-stage"
2022-06-13,"CNL","Martinique",0,0,"Panama","Concacaf Nations League","league-a"
2019-09-07,"CNL","Martinique",1,1,"Trinidad and Tobago","Concacaf Nations League","league-a"
2021-07-16,"CGC","Martinique",1,6,"United States","Concacaf Gold Cup","group-stage"
2019-06-29,"ACO","Mauritania",0,0,"Angola","Africa Cup of Nations","group-stage"
2021-12-30,"FRI","Mauritania",0,0,"Burkina Faso","Friendlies","friendlies-3"
2020-11-11,"ACO","Mauritania",1,1,"Burundi","Africa Cup of Nations Qualification","group-stage"
2019-08-03,"ANC","Mauritania",2,1,"Cabo Verde","African Nations Championship","1st-round"
2019-11-19,"ACO","Mauritania",2,0,"Central African Republic","Africa Cup of Nations Qualification","group-stage"
2021-11-16,"WQA","Mauritania",1,1,"Equatorial Guinea","WC Qualification Africa","2nd-round"
2022-01-04,"FRI","Mauritania",1,1,"Gabon","Friendlies","friendlies-3"
2022-01-12,"ACO","Mauritania",0,1,"Gambia","Africa Cup of Nations","group-stage"
2022-09-02,"ANC","Mauritania",1,0,"Guinea-Bissau","African Nations Championship Qualification","2nd-round"
2021-06-11,"FRI","Mauritania",1,0,"Liberia","Friendlies","friendlies-3"
2019-10-15,"FRI","Mauritania",0,0,"Libya","Friendlies","friendlies-3"
2022-03-29,"FRI","Mauritania",2,0,"Libya","Friendlies","friendlies-3"
2019-06-14,"FRI","Mauritania",3,1,"Madagascar","Friendlies","friendlies-3"
2019-09-21,"ANC","Mauritania",0,0,"Mali","African Nations Championship","2nd-round"
2022-08-18,"FRI","Mauritania",1,1,"Mali","Friendlies","friendlies-3"
2021-03-26,"ACO","Mauritania",0,0,"Morocco","Africa Cup of Nations Qualification","group-stage"
2022-03-26,"FRI","Mauritania",2,1,"Mozambique","Friendlies","friendlies-3"
2020-10-09,"FRI","Mauritania",2,1,"Sierra Leone","Friendlies","friendlies-3"
2022-06-04,"ACO","Mauritania",3,0,"Sudan","Africa Cup of Nations Qualification","group-stage"
2019-07-02,"ACO","Mauritania",0,0,"Tunisia","Africa Cup of Nations","group-stage"
2021-10-10,"WQA","Mauritania",0,0,"Tunisia","WC Qualification Africa","2nd-round"
2021-12-03,"ARC","Mauritania",0,1,"UAE","Arab Cup","group-stage"
2021-06-22,"ARC","Mauritania",2,0,"Yemen","Arab Cup","qualifying-round"
2021-09-03,"WQA","Mauritania",1,2,"Zambia","WC Qualification Africa","2nd-round"
2022-07-24,"ANC","Mauritius",0,2,"Angola","African Nations Championship Qualification","1st-round"
2020-01-16,"BGC","Mauritius",1,4,"Burundi","Bangabandhu Gold Cup","group-stage"
2022-07-06,"COC","Mauritius",0,3,"Eswatini","COSAFA Cup","group-stage"
2022-07-10,"COC","Mauritius",0,2,"Malawi","COSAFA Cup","group-stage"
2019-09-04,"WQA","Mauritius",0,1,"Mozambique","WC Qualification Africa","1st-round"
2022-07-18,"FRI","Mauritius",2,0,"Seychelles","Friendlies","friendlies-3"
2019-10-09,"ACO","Mauritius",1,3,"São Tomé e Príncipe","Africa Cup of Nations Qualification","preliminary-round"
2022-03-27,"ACO","Mauritius",3,3,"São Tomé e Príncipe","Africa Cup of Nations Qualification","preliminary-round"
2019-07-28,"ANC","Mauritius",0,4,"Zimbabwe","African Nations Championship","2nd-round"
2020-10-13,"FRI","Mexico",2,2,"Algeria","Friendlies","friendlies-1"
2019-11-20,"CNL","Mexico",2,1,"Bermuda","Concacaf Nations League","league-a"
2019-06-20,"CGC","Mexico",3,1,"Canada","Concacaf Gold Cup","group-stage"
2021-07-30,"CGC","Mexico",2,1,"Canada","Concacaf Gold Cup","semi-finals"
2021-10-08,"WQC","Mexico",1,1,"Canada","WC Qualification Concacaf","2nd-round"
2019-03-23,"FRI","Mexico",3,1,"Chile","Friendlies","friendlies-1"
2021-12-09,"FRI","Mexico",2,2,"Chile","Friendlies","friendlies-1"
2022-09-28,"FRI","Mexico",2,3,"Colombia","Friendlies","friendlies-1"
2019-06-30,"CGC","Mexico",1,1,"Costa Rica","Concacaf Gold Cup","quarter-finals"
2021-06-04,"CNL","Mexico",0,0,"Costa Rica","Concacaf Nations League","semi-finals"
2022-01-31,"WQC","Mexico",0,0,"Costa Rica","WC Qualification Concacaf","2nd-round"
2019-06-16,"CGC","Mexico",7,0,"Cuba","Concacaf Gold Cup","group-stage"
2019-06-10,"FRI","Mexico",3,2,"Ecuador","Friendlies","friendlies-1"
2021-10-28,"FRI","Mexico",2,3,"Ecuador","Friendlies","friendlies-1"
2022-06-06,"FRI","Mexico",0,0,"Ecuador","Friendlies","friendlies-1"
2021-07-19,"CGC","Mexico",1,0,"El Salvador","Concacaf Gold Cup","group-stage"
2022-03-31,"WQC","Mexico",2,0,"El Salvador","WC Qualification Concacaf","2nd-round"
2020-10-01,"FRI","Mexico",3,0,"Guatemala","Friendlies","friendlies-1"
2022-04-28,"FRI","Mexico",0,0,"Guatemala","Friendlies","friendlies-1"
2021-07-25,"CGC","Mexico",3,0,"Honduras","Concacaf Gold Cup","quarter-finals"
2021-06-13,"FRI","Mexico",0,0,"Honduras","Friendlies","friendlies-1"
2021-10-11,"WQC","Mexico",3,0,"Honduras","WC Qualification Concacaf","2nd-round"
2021-05-30,"FRI","Mexico",2,1,"Iceland","Friendlies","friendlies-1"
2022-11-09,"FRI","Mexico",4,0,"Iraq","Friendlies","friendlies-1"
2021-09-03,"WQC","Mexico",2,1,"Jamaica","WC Qualification Concacaf","2nd-round"
2020-11-14,"FRI","Mexico",3,2,"Korea Republic","Friendlies","friendlies-1"
2021-07-04,"FRI","Mexico",4,0,"Nigeria","Friendlies","friendlies-1"
2022-05-29,"FRI","Mexico",2,1,"Nigeria","Friendlies","friendlies-1"
2019-10-16,"CNL","Mexico",3,1,"Panama","Concacaf Nations League","league-a"
2021-07-01,"FRI","Mexico",3,0,"Panama","Friendlies","friendlies-1"
2022-02-03,"WQC","Mexico",1,0,"Panama","WC Qualification Concacaf","2nd-round"
2019-03-27,"FRI","Mexico",4,2,"Paraguay","Friendlies","friendlies-1"
2022-09-01,"FRI","Mexico",0,1,"Paraguay","Friendlies","friendlies-1"
2022-09-25,"FRI","Mexico",1,0,"Peru","Friendlies","friendlies-1"
2022-06-12,"CNL","Mexico",3,0,"Suriname","Concacaf Nations League","league-a"
2021-07-11,"CGC","Mexico",0,0,"Trinidad and Tobago","Concacaf Gold Cup","group-stage"
2019-10-03,"FRI","Mexico",2,0,"Trinidad and Tobago","Friendlies","friendlies-1"
2019-07-08,"CGC","Mexico",1,0,"United States","Concacaf Gold Cup","final"
2022-03-25,"WQC","Mexico",0,0,"United States","WC Qualification Concacaf","2nd-round"
2022-06-03,"FRI","Mexico",0,3,"Uruguay","Friendlies","friendlies-1"
2019-06-06,"FRI","Mexico",3,1,"Venezuela","Friendlies","friendlies-1"
2019-10-14,"ECQ","Moldova",0,4,"Albania","EC Qualification","qualifying-round"
2019-06-08,"ECQ","Moldova",1,0,"Andorra","EC Qualification","qualifying-round"
2022-06-14,"UNL","Moldova",2,1,"Andorra","UEFA Nations League","league-d"
2021-09-01,"WQE","Moldova",0,2,"Austria","WC Qualification Europe","1st-round"
2021-06-06,"FRI","Moldova",1,0,"Azerbaijan","Friendlies","friendlies-2"
2021-10-09,"WQE","Moldova",0,4,"Denmark","WC Qualification Europe","1st-round"
2021-03-25,"WQE","Moldova",1,1,"Faroe Islands","WC Qualification Europe","1st-round"
2019-03-22,"ECQ","Moldova",1,4,"France","EC Qualification","qualifying-round"
2020-11-15,"UNL","Moldova",0,2,"Greece","UEFA Nations League","league-c"
2019-11-17,"ECQ","Moldova",1,2,"Iceland","EC Qualification","qualifying-round"
2021-03-31,"WQE","Moldova",1,4,"Israel","WC Qualification Europe","1st-round"
2022-03-24,"UNL","Moldova",1,2,"Kazakhstan","UEFA Nations League","relegation-play-out"
2020-09-03,"UNL","Moldova",1,1,"Kosovo","UEFA Nations League","league-c"
2022-06-10,"UNL","Moldova",2,4,"Latvia","UEFA Nations League","league-d"
2022-09-25,"UNL","Moldova",2,0,"Liechtenstein","UEFA Nations League","league-d"
2020-11-12,"FRI","Moldova",0,0,"Russia","Friendlies","friendlies-1"
2021-11-12,"WQE","Moldova",0,2,"Scotland","WC Qualification Europe","1st-round"
2020-10-14,"UNL","Moldova",0,4,"Slovenia","UEFA Nations League","league-c"
2019-09-10,"ECQ","Moldova",0,4,"Turkey","EC Qualification","qualifying-round"
2022-01-18,"FRI","Moldova",2,3,"Uganda","Friendlies","friendlies-2"
2019-06-06,"WQA","Mongolia",2,0,"Brunei","WC Qualification Asia","1st-round"
2021-03-30,"WQA","Mongolia",0,14,"Japan","WC Qualification Asia","2nd-round"
2019-10-15,"WQA","Mongolia",1,2,"Kyrgyz Republic","WC Qualification Asia","2nd-round"
2019-09-05,"WQA","Mongolia",1,0,"Myanmar","WC Qualification Asia","2nd-round"
2022-06-11,"ACQ","Mongolia",0,1,"Philippines","Asian Cup Qualification","3rd-round"
2019-09-10,"WQA","Mongolia",0,1,"Tajikistan","WC Qualification Asia","2nd-round"
2020-10-10,"UNL","Montenegro",2,0,"Azerbaijan","UEFA Nations League","league-c"
2019-11-19,"FRI","Montenegro",2,0,"Belarus","Friendlies","friendlies-2"
2022-06-11,"UNL","Montenegro",1,1,"Bosnia-Herzegovina","UEFA Nations League","league-b"
2019-10-11,"ECQ","Montenegro",0,0,"Bulgaria","EC Qualification","qualifying-round"
2020-11-17,"UNL","Montenegro",4,0,"Cyprus","UEFA Nations League","league-c"
2019-09-10,"ECQ","Montenegro",0,3,"Czech Republic","EC Qualification","qualifying-round"
2019-03-25,"ECQ","Montenegro",1,5,"England","EC Qualification","qualifying-round"
2022-09-26,"UNL","Montenegro",0,2,"Finland","UEFA Nations League","league-b"
2021-03-27,"WQE","Montenegro",4,1,"Gibraltar","WC Qualification Europe","1st-round"
2022-03-28,"FRI","Montenegro",1,0,"Greece","Friendlies","friendlies-1"
2019-09-05,"FRI","Montenegro",2,1,"Hungary","Friendlies","friendlies-1"
2021-06-05,"FRI","Montenegro",1,3,"Israel","Friendlies","friendlies-2"
2020-11-11,"FRI","Montenegro",0,0,"Kazakhstan","Friendlies","friendlies-2"
2019-06-07,"ECQ","Montenegro",1,1,"Kosovo","EC Qualification","qualifying-round"
2020-10-07,"FRI","Montenegro",1,1,"Latvia","Friendlies","friendlies-2"
2021-09-07,"WQE","Montenegro",0,0,"Latvia","WC Qualification Europe","1st-round"
2020-10-13,"UNL","Montenegro",1,2,"Luxembourg","UEFA Nations League","league-c"
2021-11-13,"WQE","Montenegro",2,2,"Netherlands","WC Qualification Europe","1st-round"
2021-03-30,"WQE","Montenegro",0,1,"Norway","WC Qualification Europe","1st-round"
2022-06-04,"UNL","Montenegro",2,0,"Romania","UEFA Nations League","league-b"
2021-11-16,"WQE","Montenegro",1,2,"Turkey","WC Qualification Europe","1st-round"
2022-06-12,"CNL","Montserrat",3,2,"Bermuda","Concacaf Nations League","league-b"
2019-09-07,"CNL","Montserrat",2,1,"Dominican Republic","Concacaf Nations League","league-b"
